MLS ID,Sale Price,Close Date,Address,Zip Code,Total Sq. Ft.,Lot Size,Latitude,Longitude,High School,High School Rank,Middle School,Middle School Rank,Elementary School,Elementary School Rank
9272472,385000.0,2021-01-15,8350 Dolly Madison DR,80920,2178.0,8772.0,38.9527696,-104.7345253,Pine Creek High School,4,NaN,NaN,Briargate Preschool,NaN
5158572,385000.0,2021-01-14,8810 Christy CT,80951,2886.0,6066.0,38.8643139,-104.6666395,Mesa Ridge High School,2,NaN,NaN,NaN,NaN
3175315,387000.0,2021-01-14,6565 Turkey Tracks RD,80922,2398.0,8870.0,38.8754523,-104.70572709999999,Doherty High School,5,NaN,NaN,The Classical Academy Charter,NaN
8193822,387000.0,2021-01-15,275 S Spaulding AV,81007,4350.0,14984.64,38.3277005,-104.7674539,Falcon High School,2,NaN,NaN,Remington Elementary School,NaN
3948375,389900.0,2021-01-12,937 Magnolia ST,80907,2299.0,7125.0,38.8883286,-104.8101916,Lewis-Palmer High School,3,NaN,NaN,Sunrise Elementary School,NaN
2284725,390000.0,2021-01-13,1545 Chutney CT,80907,1944.0,5669.0,38.8920196,-104.85757009999999,Mesa Ridge High School,4,NaN,NaN,Sierra Vista Elementary School,NaN
2936163,395000.0,2021-01-15,7872 Guinness WY,80951,3185.0,5500.0,38.8646995,-104.68080649999999,Liberty High School,2,NaN,NaN,Penrose Elementary School,NaN
3145672,399000.0,2021-01-15,170 South Valley RD,80133,1204.0,4687.0,38.860858,-104.8694312,Power Technical Early College,3,NaN,NaN,Grant Elementary School,NaN
2972318,400000.0,2021-01-15,11569 Avena RD,80831,2723.0,2723.0,38.9481742,-104.61326070000001,Pikes Peak Early College,0,NaN,NaN,Odyssey Elementary School,NaN
4416875,401000.0,2021-01-12,5988 CORINTH DR,80923,2585.0,4500.0,38.9216399,-104.73217840000001,Pueblo West High School,3,NaN,NaN,Coperni 2,NaN
8692067,403000.0,2021-01-13,7472 Candelabra DR,80925,2488.0,9396.0,38.7229903,-104.67818220000001,Launch High School,2,NaN,NaN,NaN,NaN
3452539,405000.0,2021-01-15,2419 Tempest DR,80939,2526.0,5500.0,38.86984289999999,-104.6762823,Colorado Springs Early Colleges,2,NaN,NaN,Evans International Elementary School,NaN
2790433,405000.0,2021-01-15,2430 Marlborough RD,80909,2025.0,10214.0,38.8675661,-104.7711232,Power Technical Early College,1,NaN,NaN,Howbert Elementary School,NaN
6595278,410000.0,2021-01-15,800 Rolling Park DR,80863,2184.0,20473.0,39.0002946,-105.0500108,Coronado High School,3,NaN,NaN,Mesa Elementary School,NaN
1167335,415000.0,2021-01-11,6340 Lange DR,80918,3025.0,8050.0,38.9243999,-104.773539,Patriot High School,4,NaN,NaN,Woodmen Hills Elementary School,NaN
8612820,416000.0,2021-01-13,2336 Creek Valley CR,80132,2758.0,1870.0,39.0828612,-104.86678300000001,Vista Ridge High School,4,NaN,NaN,Monterey Elementary School,NaN
3853077,420000.0,2021-01-07,6889 Sedgerock LN,80927,2807.0,6039.0,38.9295578,-104.6548825,Mesa Ridge High School,3,NaN,NaN,Venetucci Elementary School,NaN
2912813,425000.0,2021-01-04,6614 Stingray LN,80925,3388.0,6154.0,38.7367424,-104.6342087,Power Technical Early College,2,NaN,NaN,King Elementary School,NaN
9161735,430000.0,2021-01-08,830 Quail Lake CR,80906,2558.0,8321.0,38.7820247,-104.8113771,Nikola Tesla Education Opportunity Center,2,NaN,NaN,NaN,NaN
6252563,433000.0,2021-01-15,9827 Everglades DR,80831,3247.0,6750.0,38.9744841,-104.6013334,Woodland Park High School,3,NaN,NaN,Jordahl Elementary School,NaN
2290676,435000.0,2021-01-15,1422 N Weber ST,80907,2440.0,9500.0,38.8544934,-104.8192287,Rampart High School,1,NaN,NaN,Trailblazer Elementary School,NaN
5076229,440000.0,2021-01-11,8987 Oakmont DR,80831,3228.0,13853.0,39.016025,-104.79959790000001,Lewis-Palmer High School,5,NaN,NaN,Jordahl Elementary School,NaN
2402401,449122.0,2021-01-11,6705 Windbrook CT,80927,3189.0,4850.0,38.929063,-104.657893,Vista Ridge High School,3,NaN,NaN,Edison Elementary School,NaN
9495177,455000.0,2021-01-13,6862 Ocatillo VW,80817,3101.0,331056.0,38.576469,-104.711958,Mesa Ridge High School,NaN,NaN,NaN,Mountain View Elementary School,NaN
5792895,460000.0,2021-01-15,3480 HOOFPRINT RD,80831,1721.0,199069.0,38.8816119,-104.59682590000001,Harrison High School,0,NaN,NaN,Martin Luther King Junior Elementary School,NaN
1176300,461000.0,2021-01-14,5552 Calamity Jane LN,80923,4103.0,8190.0,38.9139214,-104.6966605,Falcon High School,3,NaN,NaN,NaN,NaN
9105375,465000.0,2021-01-14,1922 Volterra WY,80921,1828.0,4675.0,39.0102216,-104.7911855,Community Prep Charter School,5,NaN,NaN,NaN,NaN
9175552,466000.0,2021-01-13,629 Orchestra DR,80906,2578.0,3705.0,38.765255,-104.8190599,The Classical Academy High School,2,NaN,NaN,NaN,NaN
8380644,470000.0,2021-01-12,7239 Gardenstone DR,80922,3363.0,6615.0,38.9002414,-104.69246899999999,Vista Ridge High School,2,NaN,NaN,NaN,NaN
4701510,473000.0,2021-01-04,11090 4th ST,80863,2332.0,34848.0,38.9566385,-105.0265895,NaN,3,NaN,NaN,NaN,NaN
7207026,475000.0,2021-01-14,7114 Quiet Pond PL,80923,4907.0,8800.0,38.9207586,-104.6973666,Patriot High School,3,NaN,NaN,NaN,NaN
1445062,479000.0,2021-01-14,604 E Espanola ST,80907,1964.0,9100.0,38.8591411,-104.81320079999999,Vista Ridge High School,1,NaN,2,NaN,NaN
5380693,485000.0,2021-01-12,6206 Finglas DR,80923,3883.0,6739.0,38.9295662,-104.7097822,Tca College Pathways,3,NaN,3,NaN,NaN
7605083,497500.0,2021-01-13,1628 Piney Hill PT,80132,3488.0,2320.0,39.1295236,-104.85663520000001,Harrison High School,5,NaN,4,NaN,NaN
2544619,500000.0,2021-01-14,755 Royal Crown LN,80906,2558.0,6600.0,38.77088030000001,-104.8146598,Sand Creek High School,2,NaN,2,NaN,NaN
4317095,500341.0,2021-01-12,2090 Zenato CT,80921,3880.0,12252.0,39.00738399999999,-104.783937,Woodland Park High School,5,NaN,4,NaN,NaN
5788574,502500.0,2021-01-15,1719 N Tejon ST,80907,3179.0,9500.0,38.858494,-104.821686,Vista Ridge High School,1,NaN,2,NaN,NaN
7672587,509000.0,2021-01-15,4911 Rock Creek DR,80109,3216.0,8276.0,38.70212679999999,-104.8403225,Community Prep Charter School,NaN,NaN,NaN,NaN,NaN
9217394,510000.0,2021-01-13,6364 Galway DR,80918,3873.0,13850.0,38.9228595,-104.81082990000002,Vista Ridge High School,4,NaN,4,NaN,NaN
8461826,529500.0,2021-01-15,8850 Link RD,80817,2640.0,435600.0,38.7027125,-104.6743382,Palmer Ridge High School,1,NaN,3,NaN,NaN
8572116,530000.0,2021-01-15,510 ORION DR,80906,2252.0,12295.0,38.8202976,-104.8649358,Harrison High School,NaN,NaN,5,NaN,NaN
5532385,533300.0,2021-01-15,5375 Autumn Hills CT,80919,3039.0,11097.0,38.90943470000001,-104.846716,Tca College Pathways,4,NaN,4,NaN,NaN
6105911,550000.0,2021-01-14,9708 Rockingham DR,80831,3520.0,43996.0,38.97281650000001,-104.634787,Community Prep Charter School,0,NaN,3,NaN,NaN
5282104,560000.0,2021-01-11,15205 Churchill PL,80921,4008.0,14893.16,39.0530867,-104.82710759999999,NaN,4,NaN,4,NaN,NaN
3925073,560000.0,2021-01-12,61 Newport CR #61 & 63,80906,3669.0,12600.0,38.80253200000001,-104.831035,Civa Charter Academy,5,NaN,5,NaN,NaN
9713030,605000.0,2021-01-15,16291 ST Lawrence WY,80132,3272.0,12828.42,39.0671965,-104.8234764,Welte Education Center,4,NaN,4,NaN,NaN
5278707,606300.0,2021-01-13,3841 Eaton PK,80019,3640.0,10000.0,39.771632,-104.70381429999999,Zebulon Pike,1,NaN,1,NaN,NaN
2453305,610000.0,2021-01-15,15889 Midland Valley WY,80132,3310.0,12824.0,39.0633087,-104.8239936,NaN,4,NaN,4,NaN,NaN
5882504,610000.0,2021-01-14,9506 Penstemon CT,80920,3386.0,9567.0,38.9674979,-104.7639214,Civa Charter Academy,4,NaN,3,NaN,NaN
3153409,615000.0,2021-01-15,4296 New Santa Fe TR,80924,3800.0,8047.0,38.980152,-104.7452756,Patriot High School,5,NaN,NaN,NaN,NaN
4193027,635000.0,2021-01-08,10805 Thunderhead DR,80925,2960.0,348044.4,38.720275,-104.62732199999999,Discovery Canyon Campus High School,3,NaN,3,NaN,NaN
5250660,645000.0,2021-01-13,17990 Bakers Farm RD,80908,4521.0,33600.0,39.0919608,-104.75060429999999,The Vanguard School (High),4,NaN,4,NaN,NaN
6031664,650000.0,2021-01-15,1003 E Boulder ST,80903,3258.0,9000.0,38.8386974,-104.8065898,Lewis-Palmer High School,1,Mann Middle School,2,NaN,NaN
2172611,674000.0,2021-01-13,175 E Kings Deer PT,80132,6128.0,33000.0,39.1143116,-104.8303679,Dr. Martin Luther King Junior Early College,5,Skyview Middle School,4,NaN,NaN
8438359,680000.0,2021-01-14,4145 Saddle Rock RD,80918,4466.0,17500.0,38.9116574,-104.7458501,Lewis-Palmer High School,2,Lewis-Palmer Middle School,2,NaN,NaN
2420849,700000.0,2021-01-14,201 E Las Animas ST #301,80903,2785.0,673.0,38.8228216,-104.8216587,Rampart High School,5,Fox Meadow Middle School,5,NaN,NaN
5431206,732500.0,2021-01-14,7502 Loch Fyne LN,80908,4909.0,108900.0,38.9628236,-104.685408,Pine Creek High School,3,Discovery Canyon Campus Middle School,NaN,NaN,NaN
6146802,765000.0,2021-01-15,1231 Crown Haven CR,80919,5422.0,8800.0,38.922967,-104.84804100000001,Fountain-Fort Carson High School,4,North Middle School,4,NaN,NaN
8217709,770000.0,2021-01-15,12583 Pensador DR,80921,5827.0,32828.0,39.0139326,-104.7895521,Discovery Canyon Campus High School,4,Carson Middle School,4,NaN,4
5153099,775000.0,2021-01-15,14195 Timber TR,80118,3566.0,146754.0,39.155161,-104.908992,Community Prep Charter School,5,NaN,4,NaN,3
7103809,812500.0,2021-01-15,11950 Silver Concho TR,80106,4973.0,110642.0,39.005199,-104.572721,Palmer Ridge High School,3,Eagleview Middle School,3,NaN,3
3854021,818091.0,2021-01-15,11826 Artful WY,80921,4434.0,8608.0,39.0052751,-104.81353409999998,Doherty High School,5,Janitell Junior High School,4,NaN,4
2832148,849900.0,2021-01-13,900 Meadow LN,81040,4438.0,1488009.6,38.8889136,-104.79951,The Vanguard School (High),3,Cheyenne Mountain Junior High School,2,NaN,3
1606079,850000.0,2021-01-14,2945 Brogans Bluff DR,80919,5687.0,20162.0,38.9189052,-104.8806261,Vista Ridge High School,4,Eagleview Middle School,4,NaN,2
8680122,1375000.0,2021-01-14,916 Crooked Tree PL,80118,6532.0,127630.8,39.272589,-104.901765,Civa Charter Academy,NaN,Falcon Middle School,NaN,NaN,3
2873885,152000.0,2021-01-15,875 8th ST,80808,980.0,4675.0,38.822683,-104.8402521,Discovery Canyon Campus High School,NaN,Discovery Canyon Campus Middle School,5,NaN,3
7418946,170000.0,2021-01-18,201 Porphyry ST,80813,1232.0,40510.8,38.7503609,-105.17585749999999,Palmer Ridge High School,1,Cheyenne Mountain Junior High School,NaN,NaN,1
7074004,175000.0,2021-01-14,528 Gaylord AV,81004,808.0,6250.0,38.2574924,-104.6424994,Falcon High School,1,Discovery Canyon Campus Middle School,1,NaN,2
5264510,175000.0,2021-01-19,411 Lakewood CR #B432,80910,1152.0,1336.0,38.822578,-104.7589743,The Classical Academy High School,3,KIPP Northeast Denver Middle School,3,NaN,0
9279534,193000.0,2021-01-15,4221 Crowells Mill SQ,80910,884.0,3800.0,38.8265917,-104.7503004,Launch High School,3,Discovery Canyon Campus Middle School,1,NaN,1
2358078,195000.0,2021-01-21,6743 Overland DR,80919,1600.0,511.0,38.929923,-104.81867690000001,Colorado Springs Early Colleges,2,Mountain Ridge Middle School,4,NaN,4
5017205,197000.0,2021-01-15,1511 Armenta RD,81022,1920.0,101059.0,38.2309386,-104.3428022,NaN,NaN,Chinook Trail Middle School,NaN,NaN,1
9695161,200000.0,2021-01-20,717 E Las Animas ST,80903,784.0,9500.0,38.82249789999999,-104.8125625,Zebulon Pike,5,NaN,5,NaN,NaN
1089998,213000.0,2021-01-14,1504 Crestone AV #B,80905,1032.0,1032.0,38.812449,-104.83340030000001,NaN,5,Janitell Junior High School,5,NaN,4
2705881,215000.0,2021-01-21,2370 Stepping Stones WY,80904,936.0,301.0,38.850121,-104.853887,Cripple Creek-Victor Junior-Senior High School,3,Discovery Canyon Campus Middle School,3,NaN,1
9780259,217000.0,2021-01-05,3525 Queen Anne WY,80917,1131.0,638.0,38.885004,-104.764252,Central High School,2,North Middle School,1,NaN,3
4604144,220000.0,2021-01-19,3553 Queen Anne WY,80917,1102.0,638.0,38.885558,-104.7637589,Atlas Preparatory High School,2,Lewis-Palmer Middle School,1,NaN,3
1526037,226000.0,2021-01-19,1635 Luna DR,80817,1632.0,6720.0,38.72896799999999,-104.73015059999999,Atlas Preparatory High School,2,Russell Middle School,2,NaN,2
1698774,228000.0,2021-01-20,1206 Florence AV,80905,894.0,6000.0,38.7991112,-104.80596290000001,Aspen Valley Campus,1,The Vanguard School (Middle),5,NaN,2
8568116,230238.0,2021-01-15,11 S Hayman AV,80910,1618.0,9348.0,38.8320137,-104.778462,NaN,0,Chinook Trail Middle School,1,NaN,0
8989065,232200.0,2021-01-19,3665 Strawberry Field GR #C,80906,1137.0,538.0,38.777529,-104.8079348,The Vanguard School (High),2,NaN,2,NaN,2
5836218,235000.0,2021-01-18,321 Laclede AV,80905,1060.0,6500.0,38.8073133,-104.8350875,The Vanguard School (High),5,Eagleview Middle School,5,NaN,4
7460429,236030.0,2021-01-15,17255 County Road 59 RD,80827,1152.0,1742400.0,38.9764867,-105.59099690000001,Coronado High School,NaN,Discovery Canyon Campus Middle School,NaN,NaN,NaN
5104172,240000.0,2021-01-18,2014 Creekridge PT,80910,1306.0,1017.0,38.803043,-104.7779429,Doherty High School,1,Lewis-Palmer Middle School,NaN,NaN,1
4588820,248900.0,2021-01-15,4609 Ports Down LN,80911,1501.0,966.0,38.7685521,-104.74108299999999,Doherty High School,1,Falcon Middle School,NaN,NaN,NaN
8805666,248900.0,2021-01-15,4615 Ports Down LN,80911,1501.0,966.0,38.7685521,-104.74108299999999,Mesa Ridge High School,1,The Classical Academy Middle School,NaN,NaN,NaN
8561055,258500.0,2021-01-19,3571 El Morro RD,80910,1344.0,6800.0,38.8016823,-104.7625084,Career Readiness Academy,1,Mann Middle School,NaN,NaN,1
2151444,259900.0,2021-01-20,3600 S Pierce ST #2-103,80235,1024.0,1024.0,39.6513075,-105.07131340000001,Eastlake High School Of Colorado Springs,3,Eagleview Middle School,2,The Da Vinci Academy School,3
2916454,259900.0,2021-01-15,6825 Cory PL,80915,960.0,6970.0,38.8616055,-104.7012165,Harrison High School,2,NaN,3,Palmer Lake Elementary School,2
2167634,260000.0,2021-01-20,1803 McArthur AV,80909,2494.0,7573.0,38.8578306,-104.7846615,The Vanguard School (High),1,The Vanguard School (Middle),1,Pikes Peak School Expeditionary Learning,4
7034083,260000.0,2021-01-14,119 N 13th ST,80904,1024.0,9000.0,38.8395182,-104.84320459999999,NaN,NaN,NaN,3,The Da Vinci Academy School,3
3563691,264000.0,2021-01-15,3575 Ironwood PL,80910,1200.0,7200.0,38.8070289,-104.7610499,Career Readiness Academy,3,Pueblo Academy Of Arts,NaN,Edison Elementary School,1
5265424,265000.0,2021-01-19,1312 Paula CR,80132,1089.0,1530.0,39.0910126,-104.85305509999999,Discovery High School,4,Atlas Preparatory Middle School,4,Trailblazer Elementary School,2
9691554,270000.0,2021-01-20,39 Miller DR,80816,946.0,43560.0,38.9395272,-105.3227344,Discovery High School,NaN,Jack Swigert Aerospace Academy,NaN,Larkspur Elementary School,NaN
6997720,275000.0,2021-01-20,1822 Whitman RD,80910,1296.0,7638.0,38.82135630000001,-104.7929128,Sierra High School,0,Eagleview Middle School,5,Buena Vista Elementary School,1
8285587,275000.0,2021-01-19,650 Calle Del Sol,80816,1848.0,97574.0,38.8711922,-105.27500330000001,Addenbrooke Classical Academy,NaN,NaN,NaN,Cresson Elementary School,NaN
9956870,276000.0,2021-01-21,6235 Calico Patch HT,80923,1256.0,1275.0,38.9242578,-104.711648,Power Technical Early College,3,The Vanguard School (Middle),3,Heritage Elementary School,4
3347723,280000.0,2021-01-20,6226 Sierra Grande PT,80923,1256.0,1275.0,38.92544609999999,-104.711985,Achieve Online,3,The Vanguard School (Middle),3,Monroe Elementary School,4
7340138,280000.0,2021-01-20,617 Wheat Field RD,80817,1548.0,6000.0,38.6904143,-104.69091999999999,Zebulon Pike,1,West Middle School,2,Roosevelt Charter Academy,3
9949736,280000.0,2021-01-20,819 Red Thistle VW,80916,1770.0,1358.0,38.819791,-104.728887,NaN,3,Sabin Middle School,1,Rockrimmon Elementary School,3
8624167,280000.0,2021-01-20,1703 Maxwell ST,80906,1105.0,6000.0,38.7606382,-104.76389859999999,Atlas Preparatory High School,1,Sabin Middle School,NaN,Avondale Elementary School,NaN
4217057,285000.0,2021-01-19,688 Cima Vista PT,80916,2120.0,1742.4,38.822152,-104.750099,Lewis-Palmer High School,3,Watson Junior High School,3,Coperni 2,3
7980545,285000.0,2021-01-19,1768 Carmel DR,80910,1666.0,7680.0,38.805917,-104.7672032,NaN,1,The Vanguard School (Middle),NaN,NaN,1
2888906,285000.0,2021-01-21,1219 Maxwell ST,80906,1608.0,7514.0,38.770059,-104.7741772,Eastlake High School Of Colorado Springs,2,Jack Swigert Aerospace Academy,NaN,The Vanguard School (Elementary),NaN
9604114,290000.0,2021-01-19,2004 Trent AV,80909,2258.0,8100.0,38.8618364,-104.77094079999999,NaN,4,Fox Meadow Middle School,1,West Elementary School,2
7923178,296000.0,2021-01-15,3078 Harpy GR,80916,2066.0,1340.0,38.78759,-104.73763199999999,Vista Ridge High School,4,Cheyenne Mountain Junior High School,4,Grant Elementary School,4
7333723,297000.0,2021-01-20,4311 Wendy CT,80916,1568.0,8100.0,38.827427,-104.74701230000001,Vista Ridge High School,3,NaN,1,Grant Elementary School,1
6463321,297845.0,2021-01-15,5361 Mountain Vista HT,80924,1307.0,2144.0,38.9589157,-104.7260488,Welte Education Center,4,Carmel Middle School,4,Talbott Steam Innovation School,4
1669095,298370.0,2021-01-20,7525 Forest Meadows AV,80908,1561.0,1716.0,38.9437006,-104.6918238,Atlas Preparatory High School,3,NaN,3,Stratton Meadows Elementary School,2
6001265,299900.0,2021-01-20,204 Junior CT,81226,1530.0,9394.0,38.8338816,-104.82136340000001,Discovery High School,NaN,Sproul Junior High School,2,Rogers Elementary School,NaN
1999845,300000.0,2021-01-20,335 Briggs PL,80911,1333.0,7379.0,38.7473311,-104.7327481,Atlas Preparatory High School,NaN,NaN,2,Otero Elementary School,3
2980663,300000.0,2021-01-19,2120 palm DR,80918,1911.0,1019.0,38.89268800000001,-104.788015,Sierra High School,NaN,Sproul Junior High School,2,Skyway Park Elementary School,3
4092706,305000.0,2021-01-19,4520 Morning Mist DR,80916,1424.0,4526.0,38.78357630000001,-104.74405,Harrison High School,NaN,NaN,4,NaN,4
7236047,305000.0,2021-01-15,1931 Cadillac AV,80909,1987.0,8500.0,38.8609445,-104.77135109999999,Odyssey Early College And Career Options,NaN,Carmel Middle School,1,Monterey Elementary School,2
5476011,307000.0,2021-01-19,3018 W Monica DR,80916,1833.0,5902.0,38.788161,-104.7472857,James Irwin Charter High School,NaN,NaN,1,Widefield District 3 Preschool,2
6156975,310000.0,2021-01-20,323 Poe PL,80910,1302.0,7800.0,38.826393,-104.75233320000001,Atlas Preparatory High School,NaN,Bear Valley International School,1,NaN,1
3892515,310000.0,2021-01-19,2140 GRAFTON DR,80916,1308.0,6821.0,38.8015617,-104.7450982,Liberty High School,NaN,Horizon Middle School,1,Widefield District 3 Preschool,1
7405473,310000.0,2021-01-15,7584 Barn owl DR,80817,1473.0,6009.0,38.6680703,-104.6851343,Vista Ridge High School,NaN,Galileo School Of Math And Science,2,NaN,2
6043317,310978.0,2021-01-19,7515 Forest Meadows AV,80908,1561.0,1716.0,38.9437006,-104.6918238,NaN,NaN,West Middle School,3,Centennial Elementary School,2
2257587,311000.0,2021-01-20,2758 Ferber DR,80916,2146.0,6600.0,38.7928029,-104.74851629999999,NaN,NaN,Carmel Middle School,1,Addenbrooke Classical Grammar School,2
8141439,312500.0,2021-01-20,4970 Weaver DR,80922,2308.0,8849.0,38.9047489,-104.69438249999999,NaN,NaN,NaN,3,Evans International Elementary School,3
9347165,313500.0,2021-01-19,4509 E Eastcrest CR,80916,1064.0,10639.0,38.83171189999999,-104.7447791,NaN,NaN,Lewis-Palmer Middle School,1,James Irwin Charter Academy,1
5783255,315000.0,2021-01-14,4830 Goulet WY,80911,1492.0,6099.0,38.7614258,-104.7327025,NaN,NaN,NaN,NaN,Buena Vista Elementary School,2
3945270,315000.0,2021-01-08,902 Fontmore RD #B,80904,1509.0,838.0,38.863822,-104.864449,NaN,NaN,The Vanguard School (Middle),3,Centennial Elementary School,3
2797842,317000.0,2021-01-15,7309 Loveland AV,80817,1786.0,11366.0,38.7277443,-104.6925146,NaN,NaN,NaN,3,Monument Charter Academy,3
9709956,320000.0,2021-01-20,911 Rancher DR,80817,1744.0,6690.0,38.6660972,-104.67579549999999,NaN,NaN,Skyview Middle School,2,Lake George Charter School,2
9221556,320000.0,2021-01-14,1323 Shasta DR,80910,1946.0,9000.0,38.8124405,-104.7705762,NaN,NaN,Skyview Middle School,NaN,NaN,2
1846587,320000.0,2021-01-19,14250 Fitz PT,80808,4560.0,1742400.0,38.8338816,-104.82136340000001,NaN,NaN,Fountain Middle School,2,Adams Elementary School,NaN
1017797,322785.0,2021-01-19,7505 Forest Meadows AV,80908,2011.0,2117.0,38.9437006,-104.6918238,NaN,NaN,Panorama Middle School,3,NaN,2
1160766,323000.0,2021-01-14,2105 Ambleside DR,80915,1064.0,7117.0,38.8633319,-104.70240109999999,NaN,NaN,Sproul Junior High School,3,Ridgeview Elementary School,2
4313313,325000.0,2021-01-19,7378 Owings PT,80831,2238.0,3195.0,38.938852,-104.605212,NaN,0,NaN,3,Ridgeview Elementary School,3
9148712,330000.0,2021-01-15,8278 Firethorn DR,80925,2418.0,6906.0,38.7287087,-104.6737,NaN,2,Atlas Preparatory Middle School,NaN,Eagleside Elementary School,3
9976568,330000.0,2021-01-15,4679 Canyon Wren LN,80916,1439.0,4679.0,38.8285112,-104.74199909999999,NaN,3,Carmel Middle School,NaN,Wildflower Elementary School,3
5750713,331395.0,2021-01-19,7535 Forest Meadows AV,80908,2011.0,2117.0,38.9437006,-104.6918238,NaN,3,NaN,NaN,Pinello Elementary School,2
9086487,335000.0,2021-01-21,7255 Roaring Spring TE,80817,2200.0,9306.0,38.7307963,-104.69369909999999,NaN,2,Sproul Junior High School,NaN,NaN,4
9993178,335000.0,2021-01-19,2047 Patrician WY,80909,1719.0,8625.0,38.8617956,-104.779009,NaN,4,NaN,NaN,Sand Creek International Elementary School,4
7622468,340000.0,2021-01-21,1237 Timber Run HT,80132,1625.0,1731.0,39.08028400000001,-104.84999499999999,NaN,4,Galileo School Of Math And Science,NaN,Centennial Elementary School,2
4772471,340000.0,2021-01-20,4683 Skywriter CR,80922,2005.0,7824.0,38.9005188,-104.71584229999999,NaN,2,James Irwin Charter Middle School,NaN,Pinello Elementary School,2
2192558,340000.0,2021-01-12,4879 S Splendid CR,80917,2191.0,7200.0,38.891025,-104.73689499999999,NaN,2,Jack Swigert Aerospace Academy,NaN,NaN,1
7265164,342000.0,2021-01-21,1204 N Chelton RD,80909,1914.0,8030.0,38.8491325,-104.76688409999998,Patriot High School,1,Timberview Middle School,NaN,Globe Charter School,1
4425620,342500.0,2021-01-19,4062 Silver Star GR,80911,2266.0,4041.0,38.76248289999999,-104.7514786,Mesa Ridge High School,1,Skyview Middle School,NaN,Soaring Eagles Elementary School,NaN
7629416,343000.0,2021-01-19,1415 Legend Oak DR,80817,2590.0,5400.0,38.70487840000001,-104.68558979999999,Atlas Preparatory High School,1,North Middle School,NaN,Roosevelt Charter Academy,2
7827073,345000.0,2021-01-19,9643 Yukon WY,80925,1439.0,5909.0,38.7671435,-104.651026,Vista Ridge High School,2,Watson Junior High School,NaN,Ranch Creek Elementary,NaN
1351525,345000.0,2021-01-19,4719 Ranch CR,80918,2121.0,8300.0,38.9030952,-104.7743595,Mesa Ridge High School,2,Russell Middle School,NaN,Grand Peak Academy,2
6833018,349900.0,2021-01-13,2861 Buttermilk CR,80918,2028.0,8450.0,38.9199479,-104.7730832,Odyssey Early College And Career Options,4,James Irwin Charter Middle School,NaN,Coperni 2,2
6308001,350000.0,2021-01-20,2115 N Circle DR,80909,2168.0,6600.0,38.8634242,-104.7753623,Lewis-Palmer High School,4,Galileo School Of Math And Science,NaN,NaN,2
7256441,350000.0,2021-01-15,3935 Shining Star DR,80925,2566.0,6011.0,38.7743926,-104.6507886,Sand Creek High School,4,Panorama Middle School,NaN,Widefield Elementary School of the Arts,NaN
5066041,350000.0,2021-01-13,36450 Hanisch RD,80808,3712.0,1716264.0,38.97013219999999,-104.1508463,Doherty High School,NaN,Jack Swigert Aerospace Academy,NaN,Grant Elementary School,NaN
9506282,355000.0,2021-01-19,7503 Araia DR,80817,2109.0,6609.0,38.698548,-104.686987,Mitchell High School,1,Panorama Middle School,NaN,Soaring Eagles Elementary School,3
9476779,355000.0,2021-01-19,84 Dillon Lake CR,80814,1754.0,43995.6,38.9524238,-105.1999871,Discovery High School,NaN,Fountain Middle School,NaN,Globe Charter School,2
9279841,355000.0,2021-01-19,1225 Valkenburg DR,80907,1590.0,9262.0,38.8854978,-104.84534790000001,Welte Education Center,4,Skyview Middle School,NaN,Turman Elementary School,2
6442274,355000.0,2021-01-20,2142 McCleary LN,80817,2566.0,6752.0,38.7058784,-104.6912389,Mesa Ridge High School,1,Panorama Middle School,NaN,Roosevelt Charter Academy,2
6609945,355000.0,2021-01-20,7553 Alpine Daisy DR,80925,1462.0,7500.0,38.72257,-104.65774240000002,Doherty High School,2,Skyview Middle School,NaN,Bricker Elementary School,3
8981473,355000.0,2021-01-19,4790 Turquoise CR,80917,1832.0,9922.0,38.9018629,-104.73926479999999,Rampart High School,2,Jack Swigert Aerospace Academy,NaN,Jordahl Elementary School,1
5315237,356394.0,2021-01-18,7491 Hunter Jumper DR,80922,1304.0,2086.0,38.8693657,-104.68977679999999,Odyssey Early College And Career Options,2,Sproul Junior High School,NaN,Grand Peak Academy,4
7595623,360000.0,2021-01-20,11788 Sedge CT,80831,1869.0,5671.0,38.94955110000001,-104.6116095,James Irwin Charter High School,0,NaN,NaN,Giberson Elementary School,3
4109915,360000.0,2021-01-15,5585 Escondido DR,80918,1640.0,7884.36,38.9128239,-104.7820324,NaN,2,Holmes Middle School,NaN,Stetson Elementary School,2
4229079,360000.0,2021-01-13,17570 Sage Crest RD,80831,1782.0,109336.0,38.8832493,-104.50260820000001,Welte Education Center,NaN,Janitell Junior High School,NaN,Roosevelt Charter Academy,NaN
9139707,360000.0,2021-01-15,6398 Zermatt DR,80915,2894.0,7242.0,38.8676649,-104.7081875,NaN,5,Fountain Middle School,NaN,French Elementary School,NaN
9554639,360000.0,2021-01-18,1706 Grant AV,80909,2884.0,6316.2,38.856297,-104.7795104,Colorado Springs Early Colleges,1,Carmel Middle School,NaN,Howbert Elementary School,NaN
7887505,360000.0,2021-01-19,6905 Silverheels CT,80911,3113.0,25800.59,38.7310652,-104.7006698,Welte Education Center,2,NaN,NaN,Sunrise Elementary School,NaN
