MLS ID,Sale Price,Close Date,Address,Zip Code,Total Sq. Ft.,Lot Size,Latitude,Longitude,High School,High School Rank,Middle School,Middle School Rank,Elementary School,Elementary School Rank
7685947,400000.0,2021-04-09,4080 Silver Star GR,80911,2195.0,4042.0,38.7627235,-104.75105450000001,Palmer High School,1,Corwin International Magnet School,NaN,Stetson Elementary School,NaN
4433692,400000.0,2021-04-07,11870 Bradshaw RD,80831,2089.0,351529.0,39.001048,-104.499349,Mesa Ridge High School,NaN,Eagleview Middle School,NaN,Eagleside Elementary School,4
6048092,400000.0,2021-04-09,2603 Penacho CR,80917,1805.0,9865.0,38.8690066,-104.7338418,Fountain-Fort Carson High School,5,Timberview Middle School,1,Otero Elementary School,2
5368644,400000.0,2021-04-09,5245 N Carefree CR,80917,2529.0,10500.0,38.88453519999999,-104.73051509999999,Sand Creek High School,2,Sabin Middle School,1,Chipeta Elementary School,4
8353441,400000.0,2021-04-09,3633 Winter Sun DR,80925,2708.0,7670.0,38.7781634,-104.6573018,Mitchell High School,4,Eagleview Middle School,4,NaN,NaN
9288774,400000.0,2021-04-05,4703 Ranch CR,80918,3057.0,9652.0,38.9034112,-104.77376690000001,Mesa Ridge High School,2,Fox Meadow Middle School,2,King Elementary School,2
1262681,403000.0,2021-04-09,14308 Woodrock PA,80921,1571.0,4050.0,39.0398117,-104.8376411,Widefield High School,5,Hamilton Middle School,4,Mountain View Elementary School,4
2300510,406036.0,2021-04-08,2424 Jazzy Lady CT,80919,1735.0,2440.0,38.8338816,-104.82136340000001,Discovery High School,3,Jack Swigert Aerospace Academy,2,Chinook Trail Elementary School,NaN
4433149,407000.0,2021-04-08,3225 Navigation DR,80920,1850.0,10553.0,38.9530406,-104.76496970000001,Sierra High School,4,NaN,3,West Elementary School,4
4437254,410000.0,2021-04-09,4513 Brylie WY,80911,2622.0,5940.0,38.7650029,-104.7080486,Coronado High School,1,Sproul Junior High School,2,Edison Elementary School,2
4100708,410000.0,2021-04-08,3174 Teardrop CR,80917,2235.0,10000.0,38.8767936,-104.7332493,Power Technical Early College,5,NaN,1,Taylor Elementary School,2
7331623,410000.0,2021-04-09,731 Greenbush DR,80911,3003.0,7000.0,38.7560684,-104.72267729999999,Zebulon Pike,2,Fountain Middle School,2,Cheyenne Mountain Elementary School,3
8416141,410000.0,2021-04-09,11103 N Ellicott HW,80808,2295.0,217800.0,38.990741,-104.385387,NaN,NaN,Skyview Middle School,NaN,Discovery Canyon Campus Elementary School,NaN
7458743,410000.0,2021-04-08,3692 Chia DR,80925,2353.0,7171.0,38.7778704,-104.6527015,Odyssey Early College And Career Options,4,Fox Meadow Middle School,4,Manitou Springs Elementary School,NaN
8599506,410900.0,2021-04-01,5333 Hammond DR,80915,1949.0,4170.0,38.8338816,-104.82136340000001,Mesa Ridge High School,3,Sproul Junior High School,2,Stratton Elementary School,NaN
3717070,415000.0,2021-04-09,115 Montana Vista ST,80863,2280.0,19602.0,39.00195859999999,-105.0546227,Mesa Ridge High School,3,NaN,3,NaN,3
3575619,415000.0,2021-04-09,6310 Dewsbury DR,80918,1980.0,8190.0,38.9234531,-104.8093254,NaN,4,Peyton Junior High School,4,NaN,4
8690523,415000.0,2021-04-06,7331 Primavera LN,80817,2782.0,6200.0,38.674616,-104.692105,Mesa Ridge High School,3,NaN,2,NaN,1
4441791,416900.0,2021-04-06,5322 Hammond DR,80915,1698.0,4291.0,38.8338816,-104.82136340000001,Mitchell High School,3,Galileo School Of Math And Science,2,NaN,NaN
2628382,418900.0,2021-04-01,5332 Hammond DR,80915,1421.0,4166.0,38.8338816,-104.82136340000001,Atlas Preparatory High School,3,Sabin Middle School,2,NaN,NaN
8433014,419500.0,2021-04-09,8456 Lundeen PL,80925,2488.0,8343.0,38.7232265,-104.66896259999999,Vista Ridge High School,2,Janitell Junior High School,3,NaN,3
7233327,423500.0,2021-04-09,2291 Ance ST,80136,2028.0,12890.0,39.7489748,-104.32080500000001,Pikes Peak Early College,3,Eagleview Middle School,2,NaN,3
4248585,425000.0,2021-04-07,984 S Charlo DR,81007,3726.0,44431.2,38.3072872,-104.83538390000001,Discovery High School,2,Fountain Middle School,2,NaN,3
7748851,425000.0,2021-04-09,5120 Greenleaf DR,80919,2965.0,3040.0,38.9047354,-104.85556340000001,Zebulon Pike,4,Russell Middle School,4,NaN,5
2133180,425000.0,2021-04-09,5010 Copernicus WY,80917,1707.0,5860.0,38.9095979,-104.7334513,NaN,2,North Middle School,2,NaN,NaN
4099403,428800.0,2021-04-09,115 S Burke CT,81007,2748.0,19479.0,38.3322274,-104.75644009999999,Power Technical Early College,4,Galileo School Of Math And Science,1,NaN,NaN
2204832,429900.0,2021-04-07,5346 Kingscote DR,80915,1598.0,4037.0,38.8338816,-104.82136340000001,Doherty High School,3,Jack Swigert Aerospace Academy,2,NaN,NaN
6856719,430000.0,2021-04-09,4226 Grassy CT,80916,2616.0,11516.0,38.8215975,-104.7481972,Atlas Preparatory High School,3,Eagleview Middle School,3,NaN,NaN
8457976,430000.0,2021-04-06,3770 S Enoch RD,80930,3632.0,249163.0,38.777925,-104.518519,James Irwin Charter High School,NaN,Sabin Middle School,NaN,NaN,NaN
4634026,430000.0,2021-04-09,6729 Kearsarge DR,80925,2544.0,8479.0,38.734738,-104.641086,Lewis-Palmer High School,NaN,NaN,3,NaN,NaN
7058524,435000.0,2021-04-08,4282 Prairie Agate DR,80938,2723.0,5901.0,38.895272,-104.677166,Palmer High School,NaN,Jack Swigert Aerospace Academy,NaN,NaN,NaN
5931926,435000.0,2021-04-09,12950 Lacevine PL,80831,3530.0,9358.0,38.9809762,-104.5867943,Discovery High School,NaN,Watson Junior High School,NaN,NaN,NaN
5378750,435000.0,2021-04-07,1415 W Cucharras ST,80904,1635.0,7500.0,38.8372512,-104.848677,Discovery High School,NaN,Sproul Junior High School,NaN,NaN,NaN
7548738,436000.0,2021-04-08,5519 Ansel DR,80923,2584.0,5858.0,38.9127451,-104.7045881,Vista Ridge High School,NaN,NaN,NaN,NaN,NaN
1601375,438000.0,2021-04-05,1861 Dewhirst DR,80951,2828.0,6939.0,38.858962,-104.6784832,Aspen Valley Campus,NaN,Horizon Middle School,NaN,NaN,NaN
1962553,440000.0,2021-04-09,7265 Grand Prairie DR,80923,2937.0,4500.0,38.9331384,-104.72486459999999,Mitchell High School,NaN,Galileo School Of Math And Science,NaN,NaN,NaN
7407955,444000.0,2021-04-07,4150 Gleneagle CT,80909,3066.0,9570.0,38.8713864,-104.7510685,Eastlake High School Of Colorado Springs,NaN,Russell Middle School,NaN,NaN,NaN
7169214,445000.0,2021-04-02,6901 Grand Prairie DR,80923,2588.0,6766.0,38.9332523,-104.72832779999999,The Vanguard School (High),NaN,NaN,NaN,NaN,NaN
5721706,446000.0,2021-04-05,8258 Cooper River DR,80920,2630.0,5432.0,38.9493397,-104.7577683,Mitchell High School,NaN,Holmes Middle School,NaN,NaN,NaN
3882028,447601.0,2021-04-08,16651 Hallmark TR,80132,2991.0,11271.0,39.0709719,-104.8469869,Vista Ridge High School,NaN,Skyview Middle School,NaN,NaN,NaN
3590243,448509.0,2021-04-07,2763 Pony Club LN,80922,2636.0,5043.0,38.8720526,-104.6937089,Mesa Ridge High School,NaN,Watson Junior High School,NaN,NaN,NaN
3018159,449990.0,2021-04-08,6047 Mumford DR,80925,2044.0,6864.0,38.7428527,-104.62289399999999,Widefield High School,NaN,Falcon Middle School,NaN,NaN,NaN
6603318,450000.0,2021-04-09,11523 Cranston DR,80831,2624.0,21663.0,38.9737953,-104.6086186,Mitchell High School,NaN,Janitell Junior High School,NaN,NaN,NaN
1289180,450000.0,2021-04-05,535 S Venango DR,81007,3797.0,54450.0,38.3245704,-104.7943488,Sand Creek High School,NaN,Panorama Middle School,NaN,NaN,NaN
4900550,450000.0,2021-04-05,3630 Point Of The Rocks DR,80918,2625.0,7548.0,38.9212553,-104.7604574,Patriot High School,NaN,Mann Middle School,NaN,NaN,NaN
7250081,454523.0,2021-04-08,11305 Cressman DR,80831,2784.0,27353.0,38.9803036,-104.6167238,Sand Creek High School,NaN,Russell Middle School,NaN,NaN,NaN
7931935,455000.0,2021-04-09,5430 Constitution AV,80915,2455.0,13800.0,38.868651,-104.726747,Power Technical Early College,NaN,Mountain Ridge Middle School,NaN,NaN,NaN
2167744,455000.0,2021-04-08,4443 Spiceglen DR,80906,3023.0,4298.0,38.7643455,-104.8152298,Rampart High School,NaN,Sabin Middle School,NaN,NaN,NaN
1375130,462000.0,2021-04-02,6339 Tranters Creek WY,80925,3120.0,7138.0,38.740218,-104.6416445,Sand Creek High School,NaN,Janitell Junior High School,NaN,NaN,NaN
8626308,467049.0,2021-04-09,9631 Vistas Park DR,80831,3300.0,6881.0,38.9712936,-104.57878670000001,Rampart High School,NaN,The Connect Charter School,NaN,NaN,NaN
1273369,470000.0,2021-04-09,4021 Shane Valley TR,80109,1360.0,5968.0,38.8890264,-104.8514177,Eastlake High School Of Colorado Springs,NaN,Jenkins Middle School,NaN,NaN,NaN
5837000,475000.0,2021-04-09,522 Silver Spring CR,80919,2846.0,13503.6,38.92726200000001,-104.8369571,NaN,NaN,Fountain Middle School,NaN,NaN,NaN
8329197,480000.0,2021-04-09,8217 Wagon Spoke TR,80817,3280.0,6006.0,38.690772,-104.67594100000001,Sand Creek High School,NaN,Atlas Preparatory Middle School,NaN,NaN,NaN
2585290,480000.0,2021-04-08,6955 Amber Ridge DR,80922,3052.0,6495.0,38.89249,-104.699189,Mesa Ridge High School,NaN,Jenkins Middle School,NaN,NaN,NaN
3508930,481000.0,2021-04-09,7274 Gardenstone DR,80922,3508.0,8465.0,38.9006821,-104.6919906,Sand Creek High School,NaN,Skyview Middle School,NaN,NaN,NaN
9222475,497000.0,2021-04-05,3809 Cottage DR,80920,3521.0,7420.0,38.9599343,-104.7551248,Vista Ridge High School,NaN,Skyview Middle School,NaN,NaN,NaN
6446788,499000.0,2021-04-07,4386 Valencia CR,80917,3776.0,11500.0,38.8762899,-104.7474225,Mesa Ridge High School,NaN,Fountain Middle School,NaN,NaN,NaN
3526234,502500.0,2021-04-02,3117 W Platte AV,80904,1884.0,11800.0,38.85655680000001,-104.8698845,Ellicott Senior High School,NaN,Mann Middle School,NaN,NaN,NaN
5245480,505000.0,2021-04-02,5420 Backglen DR,80906,2680.0,8564.0,38.7548715,-104.8128361,Discovery High School,NaN,North Middle School,NaN,NaN,NaN
3228127,510000.0,2021-04-06,9882 Walnut Canyon DR,80831,3831.0,8834.0,38.9751588,-104.6004228,Fountain-Fort Carson High School,NaN,Jack Swigert Aerospace Academy,NaN,NaN,NaN
9221729,520000.0,2021-04-09,10537 Mt Lincoln DR,80831,3737.0,10505.0,38.9838415,-104.5859934,Mesa Ridge High School,NaN,NaN,NaN,NaN,NaN
6916062,525000.0,2021-04-08,6356 Tenderfoot DR,80923,2685.0,6192.0,38.9221442,-104.68982659999999,Community Prep Charter School,NaN,James Irwin Charter Middle School,NaN,NaN,NaN
7023884,525000.0,2021-04-09,6155 Moccasin Pass CT,80919,2925.0,8021.0,38.92091629999999,-104.8619028,Pikes Peak Early College,NaN,Skyview Middle School,NaN,NaN,NaN
1066830,526000.0,2021-04-08,111 Aspen Vale CR,80816,2416.0,217800.0,38.8052521,-105.2939341,Discovery High School,NaN,North Middle School,NaN,NaN,NaN
4328945,530000.0,2021-04-06,2205 Valley View DR,80863,2741.0,14810.0,39.0107116,-105.0519743,Peyton Online Academy,NaN,Falcon Middle School,NaN,NaN,NaN
1772700,530000.0,2021-04-09,15741 Lake Mist DR,80132,2740.0,5762.0,39.0603657,-104.8698477,NaN,NaN,Horizon Middle School,NaN,NaN,4
6557847,532500.0,2021-04-09,10047 Mt. Princeton DR,80831,3907.0,7301.0,38.9767707,-104.5922012,Pikes Peak Early College,NaN,Horizon Middle School,NaN,NaN,4
2471928,535000.0,2021-04-06,6953 Sedgerock LN,80927,3644.0,5500.0,38.930538,-104.6556662,Doherty High School,NaN,Timberview Middle School,NaN,NaN,NaN
8504935,540000.0,2021-04-09,115 Odessa PL,80906,3626.0,12056.0,38.7567055,-104.8296155,James Irwin Charter High School,NaN,Skyview Middle School,NaN,NaN,5
2107641,540000.0,2021-04-08,6491 Stonefly DR,80924,3526.0,7392.0,38.9516784,-104.7072385,Doherty High School,NaN,Discovery Canyon Campus Middle School,NaN,NaN,3
9526393,544000.0,2021-04-09,15711 Lake Mist DR,80132,2740.0,5726.0,39.060109,-104.869445,The Classical Academy High School,NaN,Eagleview Middle School,NaN,NaN,4
9806298,550000.0,2021-04-09,9835 Fountain RD,80809,2282.0,55321.2,38.922812,-105.0010231,Palmer High School,NaN,Russell Middle School,NaN,NaN,3
4139696,550000.0,2021-04-07,128 Creekside LN,80906,2240.0,14703.0,38.8039618,-104.83037420000001,Rampart High School,NaN,NaN,NaN,NaN,4
6805834,552000.0,2021-04-08,8473 Winding Passage DR,80924,3788.0,7520.0,38.9537406,-104.7223128,Discovery High School,NaN,NaN,NaN,NaN,3
5704294,554397.0,2021-04-09,11975 Alydar LP,80921,3420.0,7803.0,38.8338816,-104.82136340000001,Pikes Peak Early College,NaN,NaN,NaN,NaN,NaN
6628687,560000.0,2021-04-07,8640 Candleflower CR,80920,3573.0,12280.0,38.9538717,-104.7436398,Widefield High School,NaN,NaN,NaN,NaN,4
9735043,565000.0,2021-04-06,1212 E Platteville BL,81007,3962.0,54886.0,38.353425,-104.681977,NaN,NaN,NaN,NaN,Jordahl Elementary School,2
1907833,567500.0,2021-04-08,1325 Bison Ridge DR,80919,3481.0,9952.0,38.92413579999999,-104.8499995,James Irwin Charter High School,NaN,NaN,NaN,Jordahl Elementary School,4
2688383,570313.0,2021-04-02,2260 Glenn ST,80904,1824.0,4424.0,38.8510827,-104.8532196,Palmer High School,NaN,NaN,NaN,Grand Peak Academy,1
9904994,585000.0,2021-04-06,3263 Golden Meadow WY,80908,3188.0,7200.0,38.99185,-104.7647525,Woodland Park High School,NaN,NaN,NaN,Woodmen-Roberts Elementary School,5
2817718,585000.0,2021-04-09,805 Lilacglen CT,80906,3249.0,14968.0,38.7603133,-104.8143863,Civa Charter Academy,NaN,NaN,NaN,Sunrise Elementary School,4
1865077,585000.0,2021-04-09,11725 Peaceful Valley RD,80925,1650.0,218235.6,38.727941,-104.610116,Fountain-Fort Carson High School,NaN,NaN,NaN,Rudy Elementary School,NaN
3320945,588500.0,2021-04-06,457 Whistler Creek CT,80132,3188.0,11543.4,39.0571231,-104.83733840000001,Palmer High School,4,NaN,NaN,Prairie Hills Elementary School,4
1689402,590000.0,2021-04-09,15879 Agate Creek DR,80132,3970.0,11643.59,39.0664617,-104.83084670000001,Palmer High School,4,NaN,NaN,Ute Pass Elementary School,4
8894190,594500.0,2021-04-09,429 Greenwood AV,81212,4928.0,7920.0,38.8284993,-104.77320350000001,Mesa Ridge High School,0,NaN,NaN,Explorer Elementary School,0
5134194,600000.0,2021-04-08,7149 Gardenstone DR,80922,4238.0,9435.0,38.9000214,-104.6935624,Strasburg High School,2,NaN,NaN,Ellicott Elementary School,
5533234,600000.0,2021-04-06,1011 Night Blue CR,80132,3404.0,7150.0,39.0922265,-104.8469693,Pueblo West High School,4,NaN,NaN,NaN,2
8721777,600000.0,2021-04-06,21495 Grays Peak DR,80138,2956.0,7840.0,38.9130887,-104.713614,Colorado Springs Early Colleges,3,NaN,NaN,Ridgeview Elementary School,2
1165656,601000.0,2021-04-09,10951 Klondike DR,80831,4764.0,29467.0,38.9898119,-104.6062965,Doherty High School,3,NaN,NaN,Mountain View Elementary School,3
3419333,603500.0,2021-04-09,2322 Wood AV,80907,2350.0,2557.0,38.866684,-104.827597,Swallows Charter Academy High School,3,NaN,NaN,Meridian Ranch Elementary School,4
4164142,610000.0,2021-04-09,1226 Ethereal CR,80904,3204.0,5370.0,38.8578857,-104.8497715,Palmer High School,3,NaN,NaN,Grant Elementary School,4
4081988,616000.0,2021-04-09,6868 Black Saddle DR,80924,4323.0,9039.0,38.9524277,-104.7014983,Atlas Preparatory High School,3,NaN,NaN,West Elementary School,2
2824270,628598.0,2021-04-08,10933 torreys peak WY,80831,4648.0,13018.0,38.988996,-104.598949,NaN,3,NaN,NaN,Mountain View Elementary School,4
4957350,643491.0,2021-04-05,1837 Clayhouse DR,80921,3932.0,9533.0,39.005697,-104.7920856,NaN,5,NaN,NaN,Lewis-Palmer Elementary School,4
5171347,650000.0,2021-04-08,709 Capeglen RD,80906,2976.0,8908.0,38.7549279,-104.8161189,NaN,2,NaN,NaN,Woodmen-Roberts Elementary School,4
4449668,650000.0,2021-04-05,2110 W Pikes Peak AV,80904,1872.0,5928.0,38.8447331,-104.85623609999999,NaN,NaN,NaN,NaN,Ray E Kilmer Elementary School,1
6255881,660000.0,2021-04-08,5976 Harney DR,80924,4565.0,8251.0,38.9659146,-104.7193281,NaN,4,NaN,NaN,Lewis-Palmer Elementary School,4
7804947,660000.0,2021-04-09,4015 San Felice PT,80906,4617.0,7886.0,38.774164,-104.82310799999999,NaN,2,NaN,NaN,Mountain View Elementary School,3
2672799,670000.0,2021-04-02,3880 Saddle Rock RD,80918,3912.0,14949.0,38.9120102,-104.7525725,NaN,2,NaN,NaN,Steele Elementary School,1
9576100,675000.0,2021-04-06,1638 Lowell BL #3,80204,1674.0,990.0,39.7436157,-105.0342112,NaN,2,NaN,NaN,Summit Elementary School,1
6230120,675000.0,2021-04-09,10178 Stonemont DR,80831,4474.0,8334.0,38.9784905,-104.5952176,NaN,3,NaN,NaN,Colorado International Language Academy,4
9985522,676787.0,2021-04-09,18150 Bar X RD,80908,3156.0,221284.8,39.090841,-104.68254499999999,NaN,NaN,NaN,NaN,Ray E Kilmer Elementary School,4
8650196,699000.0,2021-04-08,4395 Carriage House VW,80906,3410.0,2417.0,38.767171,-104.85003499999999,NaN,5,NaN,5,Bessemer Elementary School,5
6698706,725000.0,2021-04-06,9506 Hollydale CT,80920,3788.0,17280.0,38.9684,-104.7708497,NaN,4,NaN,3,Evans International Elementary School,4
9140970,757000.0,2021-04-01,7698 Dante WY,80919,4826.0,20473.0,38.9431897,-104.87075109999999,NaN,4,NaN,4,Queen Palmer Elementary School,4
6921941,760000.0,2021-04-08,807 Lakeview Forest HT,80816,3071.0,1799463.6,39.0822246,-105.24345349999999,NaN,NaN,NaN,NaN,Rudy Elementary School,NaN
3142389,816572.0,2021-04-09,10675 Derby Mesa CT,80924,4577.0,20201.0,38.9793303,-104.73913540000001,NaN,5,NaN,NaN,Roosevelt Charter Academy,5
6120576,840000.0,2021-04-01,16110 Dalie VW,80928,5182.0,1742400.0,38.599633,-104.48925,NaN,NaN,NaN,NaN,Pueblo Charter School For The Arts & Sciences,NaN
6739657,850000.0,2021-04-09,25468 County road 21 RD,80106,2448.0,435600.0,39.3503733,-104.57060030000001,NaN,NaN,NaN,3,Trailblazer Elementary School,NaN
6715115,875000.0,2021-04-08,5760 Adrienne CT,80906,4129.0,19614.0,38.7473713,-104.8352699,NaN,2,NaN,NaN,Explorer Elementary School,5
1756276,876000.0,2021-04-07,12562 Cloudy Bay DR,80921,4172.0,10673.0,39.0128715,-104.7920506,NaN,4,NaN,4,Grant Elementary School,4
8122108,950000.0,2021-04-09,11175 SOAP WEED RD,80808,8054.0,1524600.0,38.9937174,-104.3261491,NaN,2,NaN,2,Rockrimmon Elementary School,3
7774277,975000.0,2021-04-09,9935 Sawleaf CT,80920,5414.0,15090.0,38.97607,-104.7707585,NaN,5,NaN,5,Otero Elementary School,5
7669379,1075000.0,2021-04-05,17075 Viscount CT,80132,6697.0,118919.0,39.079963,-104.801371,NaN,4,NaN,4,Holm Elementary School,5
7719865,1165000.0,2021-04-09,10250 Hardy RD,80908,6247.0,627700.0,39.091583,-104.636059,NaN,NaN,NaN,NaN,Wilson Elementary School,NaN
9655515,1200000.0,2021-04-06,1917 Ripple Ridge RD,80921,4705.0,26684.0,39.015317,-104.7902873,NaN,4,NaN,4,NaN,4
3379753,1299000.0,2021-04-08,5910 Buttermere DR,80906,5730.0,38983.0,38.7493391,-104.8378463,NaN,2,NaN,NaN,Widefield District 3 Preschool,5
1550161,1850000.0,2021-04-09,4750 Starfire CR,80104,10624.0,366340.0,39.292109,-104.871095,NaN,NaN,NaN,NaN,NaN,2
1210179,2600000.0,2021-04-09,2874 Stratton Woods VW,80906,9449.0,84942.0,38.8060566,-104.8724159,NaN,5,NaN,5,Aragon Elementary School,5
6196853,115000.0,2021-04-09,1641 Wabash AV,81004,1300.0,5700.0,38.7804424,-104.77150959999999,NaN,2,NaN,2,Springs Ranch Elementary School,NaN
1638333,125000.0,2021-04-13,14652 E 2nd AV #305D,80011,734.0,436.0,39.7190854,-104.8172359,NaN,2,NaN,1,Oak Creek Elementary School,1
3793513,145000.0,2021-04-12,443 S First ST #11,80813,782.0,3228.0,38.8750926,-104.8138845,NaN,3,NaN,2,Widefield District 3 Preschool,3
8842194,159000.0,2021-04-12,6256 Village LN,80918,602.0,0.0,38.9240943,-104.7947819,NaN,2,NaN,2,NaN,2
4642092,175000.0,2021-04-09,6425 Mcnichols CT,80918,862.0,414.0,38.9252282,-104.7806913,NaN,4,NaN,2,Peyton Elementary School,2
9133683,180000.0,2021-04-13,4333 Hunting Meadows CR #3,80916,1117.0,1025.0,38.80334209999999,-104.7493071,NaN,1,NaN,1,James Irwin Charter Academy,1
8051917,203700.0,2021-04-14,2420 Cherokee Park PL,80915,1152.0,723.0,38.867298,-104.692864,NaN,2,NaN,3,Madison Elementary School,2
2433503,228000.0,2021-04-12,4871 Rusty Nail PT #202,80916,1336.0,701.0,38.7893023,-104.73679870000001,NaN,4,NaN,4,Grand Mountain School,4
5346736,232400.0,2021-04-08,4216 Gray Fox HT,80922,1508.0,4000.0,38.8935762,-104.6870127,NaN,2,NaN,3,NaN,
4825227,240000.0,2021-04-12,2021 Hollywood DR,81005,1920.0,7020.0,38.8219815,-104.83768459999999,NaN,NaN,NaN,5,Rockrimmon Elementary School,3
5858909,240000.0,2021-04-13,128 W Eaton AV,80813,1458.0,20473.2,38.7482444,-105.1816604,NaN,1,NaN,NaN,Aragon Elementary School,1
2144586,260000.0,2021-04-07,2551 Faulkner DR,80916,1512.0,6960.0,38.79531619999999,-104.7541677,NaN,1,NaN,1,Fremont Elementary School,2
7041413,275000.0,2021-04-12,226 Robin ST,80817,912.0,6600.0,38.688437,-104.7030048,NaN,1,NaN,2,Coperni 2,1
2279886,285000.0,2021-04-12,4202 Whittier DR,80910,1824.0,8300.0,38.8314036,-104.7499747,NaN,1,NaN,1,NaN,1
1476628,295000.0,2021-04-14,376 W Rockrimmon BL #F,80919,1914.0,697.0,38.928515,-104.832886,NaN,4,NaN,4,Rogers Elementary School,4
3616918,300000.0,2021-04-14,64 Vale CR,80133,1483.0,570.0,39.117604,-104.91043400000001,NaN,5,NaN,4,Monroe Elementary School,3
6046753,302500.0,2021-04-02,1785 Leoti DR,80915,1604.0,7118.0,38.8603061,-104.706365,NaN,5,NaN,3,Rockrimmon Elementary School,2
5155204,305000.0,2021-04-09,6326 Pilgrimage DR,80925,1764.0,1883.0,38.7431471,-104.6398706,NaN,2,NaN,3,Carver Elementary School,NaN
3813333,309900.0,2021-04-12,1406 Leigh LN,80817,1429.0,10900.0,38.7297486,-104.7332721,NaN,2,NaN,2,Prairie Winds Elementary School,2
2895467,311000.0,2021-04-13,1081 Maxwell ST,80906,1225.0,8028.0,38.77359879999999,-104.7786899,NaN,2,NaN,2,Twain Elementary School,2
4120352,315000.0,2021-04-12,2229 Ivanhoe DR,80911,936.0,6000.0,38.7648301,-104.75261809999999,NaN,1,NaN,NaN,Webster Elementary School,NaN
8557943,315000.0,2021-04-08,3206 E Bijou ST,80909,1990.0,7665.0,38.8359934,-104.7705306,NaN,0,NaN,1,Widefield Elementary School of the Arts,0
7613985,320000.0,2021-04-09,2045 Leoti DR,80915,1064.0,6820.0,38.8614743,-104.7031756,NaN,2,NaN,3,Remington Elementary School,2
3680761,325000.0,2021-04-12,2354 Lexus DR,80910,1571.0,6983.0,38.7978253,-104.76264520000001,NaN,1,NaN,NaN,Queen Palmer Elementary School,1
4588960,330000.0,2021-04-08,2805 Ute DR,80907,918.0,6000.0,38.8720821,-104.8023156,NaN,3,NaN,2,King Elementary School,4
8359112,330500.0,2021-04-13,4875 S Eldon DR,80916,1340.0,8108.0,38.79055270000001,-104.7370773,NaN,4,The Connect Charter School,4,NaN,4
4856223,340000.0,2021-04-12,3494 Corbett LN,80907,2370.0,7000.0,38.8830785,-104.80631629999999,NaN,3,Sproul Junior High School,2,Howbert Elementary School,3
1361761,340000.0,2021-04-13,5180 Victory RD,80911,1518.0,6011.0,38.769018,-104.72873790000001,Lewis-Palmer High School,1,NaN,NaN,Inspiration View Elementary School,2
4870493,342380.0,2021-04-09,7565 Forest Meadows AV,80908,1561.0,1716.0,38.9452759,-104.6843782,Lewis-Palmer High School,3,Russell Middle School,3,NaN,2
1178033,344000.0,2021-04-12,14215 White Peak DR,80921,1571.0,4351.0,39.0391979,-104.8374587,Eastlake High School Of Colorado Springs,5,Galileo School Of Math And Science,4,Martin Luther King Junior Elementary School,4
2727317,350000.0,2021-04-13,1215 White Stone WY,80817,1328.0,6706.0,38.7029413,-104.6882268,Sand Creek High School,1,The Vanguard School (Middle),3,Woodmen Hills Elementary School,2
1714042,350000.0,2021-04-06,123 Judson ST,80911,1925.0,7199.0,38.7349088,-104.716298,Lewis-Palmer High School,2,Sproul Junior High School,2,Martin Luther King Junior Elementary School,2
7729388,350000.0,2021-04-12,7316 Brush Hollow DR,80817,1328.0,5414.0,38.7115525,-104.6947925,Vista Ridge High School,2,NaN,3,Giberson Elementary School,2
2342610,352500.0,2021-04-01,1970 Bula DR,80915,1900.0,7370.0,38.8606594,-104.72541140000001,Falcon High School,5,Mann Middle School,3,Edison Elementary School,1
9523511,355000.0,2021-04-13,8834 Monterey WY,80817,2565.0,6842.0,38.7037645,-104.7018088,Launch High School,1,Galileo School Of Math And Science,3,Grant Elementary School,2
1760324,355000.0,2021-04-13,7427 Colonial LN,80817,1843.0,7659.0,38.7299623,-104.69082890000001,Coronado High School,2,North Middle School,3,New Summit Charter Academy,3
4353316,355000.0,2021-04-08,7647 Eolus GR,80831,1506.0,4782.0,38.94364849999999,-104.6033824,Vista Ridge High School,0,Janitell Junior High School,3,Carver Elementary School,3
5707467,355000.0,2021-04-12,527 Raemar DR,80911,2298.0,7401.0,38.728323,-104.71051130000001,Falcon High School,2,Fountain Middle School,3,Sunrise Elementary School,3
2238545,355000.0,2021-04-12,6151 Wallowing WY,80925,1634.0,3825.0,38.74361409999999,-104.6430776,Tca College Pathways,2,Skyview Middle School,3,Irving Elementary School,NaN
8454765,357895.0,2021-04-12,2454 Jazzy Lady CT,80922,1304.0,2086.0,38.8338816,-104.82136340000001,Harrison High School,3,Jack Swigert Aerospace Academy,2,Pioneer Elementary School,NaN
8815462,358000.0,2021-04-12,5710 TROUT CREEK PASS DR,80917,1900.0,4370.0,38.8825432,-104.72379509999999,Zebulon Pike,5,Watson Junior High School,1,Mesa Elementary School,4
5726664,360000.0,2021-04-12,4118 Fitzpatrick DR,80909,2302.0,7835.0,38.8451331,-104.7510685,NaN,1,Sproul Junior High School,1,Wildflower Elementary School,0
4847142,370000.0,2021-04-09,8694 Meadow Tree TR,80927,2748.0,6000.0,38.9330047,-104.6676833,Liberty High School,3,NaN,3,Frontier Elementary School,NaN
1385704,371000.0,2021-04-09,7195 Grand Cascade PT,80922,1943.0,3900.0,38.8783744,-104.69602259999999,Harrison High School,2,Sproul Junior High School,3,Stetson Elementary School,4
6992093,372000.0,2021-04-07,1917 Riverwalk PW,80951,1880.0,5000.0,38.8622968,-104.6761599,Doherty High School,2,NaN,3,Stetson Elementary School,2
